latitude,longitude,month,year,mean_rh
32,-104,July,1992,46.65986422580645
32,-104,September,2011,35.3019836
32,-104,March,1961,35.25515
32,-104,August,1969,37.07575
32,-104,November,2000,66.24181463333333
32,-104,September,2019,48.982242166666666
32,-104,September,1981,64.70269236666667
32,-104,February,1940,53.64599
32,-104,April,2007,40.58943253333333
32,-104,October,1986,72.2319274516129
32,-104,January,1944,56.184883
32,-104,January,1973,58.644077
32,-104,September,2010,53.337940833333334
32,-104,April,2008,19.6721366
32,-104,August,2009,37.51699409677419
32,-104,May,2005,48.61184667741935
32,-104,December,1958,50.619038
32,-104,July,1954,33.489838
32,-104,April,1959,35.46086
32,-104,December,1981,43.75771609677419
32,-104,August,2017,52.32163470967742
32,-104,December,1982,68.44394461290322
32,-104,December,1978,54.91569
32,-104,March,2011,23.47114606451613
32,-104,August,1941,61.186768
32,-104,September,1970,51.222523
32,-104,June,2006,30.867483566666664
32,-104,February,1970,49.255863
32,-104,April,1995,27.550606883333337
32,-104,September,1949,58.098724
32,-104,May,1998,20.421421306451613
32,-104,August,1989,51.85629122580645
32,-104,May,1990,32.30137140322581
32,-104,October,1971,60.951557
32,-104,September,1961,42.95682
32,-104,February,2017,35.70169085714286
32,-104,June,2005,38.275194733333336
32,-104,June,1961,42.24081
32,-104,December,1949,58.400837
32,-104,May,1974,29.851624
32,-104,December,1944,62.99605
32,-104,March,1969,46.146694
32,-104,October,1942,54.949654
32,-104,February,1989,55.161433
32,-104,June,1973,33.034985
32,-104,April,1969,38.4959
32,-104,September,2012,40.4342837
32,-104,December,1969,55.93193
32,-104,March,2013,25.597301
32,-104,July,2021,49.58823570967742
32,-104,July,2011,34.40081141935484
32,-104,October,1948,45.917230000000004
32,-104,March,1951,34.63584
32,-104,January,1970,49.94285
32,-104,June,1985,50.144959
32,-104,November,1962,46.711975
32,-104,June,1981,45.6665694
32,-104,February,1993,52.35552357142857
32,-104,July,1960,45.4267
32,-104,September,1940,45.490772
32,-104,November,1940,68.43282
32,-104,February,2004,50.44925075862069
32,-104,August,1979,50.63706141935483
32,-104,July,1946,37.066216
32,-104,May,2023,39.26530761290323
32,-104,August,1991,57.86568925806451
32,-104,April,2000,31.8047141
32,-104,September,2009,53.186858
32,-104,June,2007,47.1815267
32,-104,September,2001,45.42473786666667
32,-104,September,2004,59.697199233333336
32,-104,October,2020,34.570475048387095
32,-104,June,2004,42.4577822
32,-104,May,1986,34.234887096774195
32,-104,May,1987,50.78119064516129
32,-104,May,1980,43.53159019354839
32,-104,March,1974,32.079414
32,-104,September,1974,65.1715
32,-104,November,1961,64.59048
32,-104,January,1986,43.93365316129032
32,-104,August,1966,53.66186
32,-104,September,1956,31.944046
32,-104,September,1944,63.377445
32,-104,April,1951,29.063564
32,-104,September,2013,46.5454266
32,-104,July,1944,43.01874
32,-104,August,1958,39.800354
32,-104,July,2014,39.42216138709677
32,-104,October,1955,39.388714
32,-104,March,2001,53.498508032258066
32,-104,December,1973,32.519066
32,-104,February,1975,51.161816
32,-104,August,1973,40.267406
32,-104,April,1947,32.81873
32,-104,September,1962,51.42653
32,-104,May,2014,27.81930048064516
32,-104,September,1947,35.6557
32,-104,November,1947,52.870464
32,-104,August,2004,54.33058951612903
32,-104,August,2007,56.4865935483871
32,-104,August,2016,54.55062851612903
32,-104,August,2010,42.86862832258065
32,-104,May,2016,38.72557108064516
32,-104,April,1985,36.0631858
32,-104,June,2012,28.839980466666667
32,-104,October,1946,63.55182
32,-104,December,1941,72.02187
32,-104,April,1975,29.50664
32,-104,April,2001,32.717168
32,-104,October,2019,43.13335987096774
32,-104,May,1997,45.55263270967742
32,-104,September,1998,41.7457115
32,-104,May,1989,31.332554112903225
32,-104,October,1945,71.67002
32,-104,June,1971,37.74072
32,-104,May,1976,40.140224
32,-104,December,1956,40.88826
32,-104,July,1945,60.616005
32,-104,June,1974,26.979422
32,-104,May,1949,42.455917
32,-104,November,1974,63.919518
32,-104,July,1989,36.85364535483871
32,-104,May,1971,24.957623
32,-104,December,1948,38.47421
32,-104,August,1948,31.910929
32,-104,December,1966,38.862312
32,-104,September,1982,43.53609196666667
32,-104,March,1976,27.301231
32,-104,June,1968,30.973484
32,-104,July,2016,30.983761193548386
32,-104,March,1955,25.084642
32,-104,December,1963,55.30079
32,-104,July,1968,48.417217
32,-104,July,1970,40.87492
32,-104,June,1987,55.29740673333333
32,-104,October,1947,40.38257
32,-104,May,2013,26.64550056451613
32,-104,April,2009,22.233772216666665
32,-104,February,1954,29.387766
32,-104,January,1954,47.103333
32,-104,July,1964,31.97166
32,-104,March,1964,26.167702
32,-104,March,1952,36.571697
32,-104,December,1971,61.209763
32,-104,September,1964,56.76114
32,-104,April,1998,26.251065766666667
32,-104,April,1997,46.1894777
32,-104,November,1983,57.27795113333333
32,-104,November,1981,45.094435233333336
32,-104,September,2006,59.62783676666667
32,-104,November,1985,47.4712488
32,-104,October,2016,46.01965706451613
32,-104,November,1979,45.072140366666666
32,-104,May,1991,32.601533
32,-104,October,2008,53.47293670967742
32,-104,February,1949,65.40351
32,-104,October,1954,46.841568
32,-104,May,1982,48.47061170967742
32,-104,September,2007,61.7275006
32,-104,June,1946,47.549156
32,-104,October,1961,36.5093
32,-104,January,1959,42.527008
32,-104,January,2013,55.051441258064514
32,-104,February,1959,52.005722
32,-104,July,2012,45.71435932258065
32,-104,September,1942,64.58323
32,-104,June,1976,34.5541
32,-104,January,1969,43.341713
32,-104,January,2014,33.27857835483871
32,-104,April,1963,26.997517
32,-104,January,1968,62.897743
32,-104,February,1969,45.66222
32,-104,January,2017,50.32108722580645
32,-104,March,1968,51.044964
32,-104,October,1970,49.79958
32,-104,February,1997,63.26606521428572
32,-104,May,1962,20.81435
32,-104,August,2006,57.808265
32,-104,February,1960,39.892628
32,-104,August,1960,45.62778
32,-104,January,1940,59.860363
32,-104,September,1990,62.56060983333333
32,-104,February,2003,49.505930892857144
32,-104,April,1971,26.712141
32,-104,June,1995,40.08928433333333
32,-104,August,1995,45.03399270967742
32,-104,November,1982,52.1000219
32,-104,April,1996,25.30972219
32,-104,May,1999,41.18168274193548
32,-104,October,2018,65.36079529032259
32,-104,May,2002,30.51441306451613
32,-104,February,2010,55.87180935714286
32,-104,May,2000,26.063148903225805
32,-104,September,2003,52.487488
32,-104,November,1956,26.86652
32,-104,June,1945,24.083092
32,-104,December,1945,48.134476
32,-104,April,1968,34.113358
32,-104,January,1949,70.3625
32,-104,October,1974,72.21344
32,-104,March,1949,46.808693
32,-104,September,2008,63.964098033333336
32,-104,July,1959,51.789326
32,-104,January,2015,63.01325912903226
32,-104,November,1976,61.489548
32,-104,May,1963,43.713646
32,-104,July,1963,38.530777
32,-104,July,2013,50.853579548387096
32,-104,January,2012,42.77651711290323
32,-104,July,2010,65.26073577419355
32,-104,August,1963,42.97525
32,-104,November,1948,26.790224
32,-104,January,2016,52.03723219354839
32,-104,January,2019,45.743964193548386
32,-104,February,1947,45.758976
32,-104,August,2002,40.51814470967742
32,-104,May,2012,36.03373875483871
32,-104,May,2006,25.660010741935483
32,-104,August,1952,29.392796
32,-104,April,1952,35.68994
32,-104,September,1967,56.21259
32,-104,October,1962,42.324398
32,-104,August,2018,42.95157316129032
32,-104,August,2021,52.86894796774194
32,-104,August,2014,43.16947090322581
32,-104,January,1946,57.087406
32,-104,August,1996,49.856678483870965
32,-104,November,1980,63.31906516666666
32,-104,August,1985,40.1528705483871
32,-104,September,1999,48.03296253333333
32,-104,August,1983,40.63929032258064
32,-104,May,1996,22.1950043
32,-104,August,1988,57.86035603225807
32,-104,October,2017,45.084514645161285
32,-104,May,1984,38.88374977419355
32,-104,October,2014,50.47957919354839
32,-104,December,1987,54.806900451612904
32,-104,May,1988,40.841807967741936
32,-104,January,1956,45.3348
32,-104,May,1956,27.476429
32,-104,February,1956,50.25521
32,-104,July,2003,46.87847116129032
32,-104,May,1961,29.378809
32,-104,October,1976,50.893616
32,-104,May,1942,44.85426
32,-104,November,1963,48.098255
32,-104,October,1963,38.38391
32,-104,November,1942,44.759323
32,-104,January,1948,48.489216
32,-104,March,2014,32.277796548387094
32,-104,February,1948,57.52929
32,-104,March,1991,30.29569019354839
32,-104,December,2017,48.204478483870965
32,-104,January,2011,35.86186041935484
32,-104,July,2020,31.582831967741935
32,-104,September,1955,49.738396
32,-104,May,1947,40.5918
32,-104,January,1947,64.87184
32,-104,May,2004,33.80625066129032
32,-104,November,1953,46.312748
32,-104,March,2019,44.00232235483871
32,-104,July,1974,37.397377
32,-104,August,1974,56.219574
32,-104,December,2020,37.65622870967742
32,-104,October,2006,54.45064787096774
32,-104,July,2008,55.47973470967742
32,-104,December,1980,61.572836290322584
32,-104,April,1960,26.0327
32,-104,August,1975,46.21359
32,-104,October,2010,36.46465
32,-104,October,2013,40.84675858064516
32,-104,November,1986,64.2135029
32,-104,July,1949,42.77137
32,-104,February,2014,39.25919046428571
32,-104,February,2009,29.180640142857143
32,-104,June,1956,28.117966
32,-104,October,2007,37.14294803225806
32,-104,February,1945,42.00566
32,-104,February,2002,41.436061928571434
32,-104,April,1986,29.624989566666667
32,-104,May,1981,45.58938429032258
32,-104,April,1941,53.790684
32,-104,July,1990,55.569927806451616
32,-104,March,1963,28.450048
32,-104,October,1981,67.05092951612903
32,-104,June,2010,37.40890626666667
32,-104,January,2022,41.23564583870968
32,-104,March,1999,46.11745658064516
32,-104,July,1948,40.32155
32,-104,January,2018,36.80193122580645
32,-104,May,1948,36.973587
32,-104,December,1994,50.425466516129035
32,-104,June,1988,39.86719123333333
32,-104,June,1948,28.491577
32,-104,May,1968,37.323273
32,-104,May,1951,36.398346
32,-104,March,1970,47.509327
32,-104,February,1994,39.19465632142857
32,-104,May,1967,21.411934
32,-104,June,2019,40.16047991666667
32,-104,July,1967,40.91268
32,-104,September,1941,68.65872
32,-104,June,1940,60.134228
32,-104,March,1950,26.703833
32,-104,January,2020,43.683013548387095
32,-104,December,1968,43.391174
32,-104,April,1961,25.500128
32,-104,February,1985,53.89670110714285
32,-104,November,1984,58.09336176666667
32,-104,November,1989,34.898028
32,-104,September,2005,41.21384476666667
32,-104,February,1988,49.735871413793106
32,-104,August,1984,53.7188444516129
32,-104,October,2011,37.34841696774193
32,-104,May,1993,33.51721141935484
32,-104,August,1970,41.24099
32,-104,June,1998,22.342178283333332
32,-104,August,2005,60.25807809677419
32,-104,October,1967,34.897636
32,-104,December,1991,68.41627554838709
32,-104,March,1956,18.79671
32,-104,July,1998,35.15306248387097
32,-104,June,2011,21.30289012
32,-104,September,1976,62.684105
32,-104,June,2009,34.48034036666667
32,-104,September,1948,43.85771
32,-104,January,1961,67.285416
32,-104,January,2021,48.573196129032254
32,-104,March,1994,39.589077677419354
32,-104,March,1948,34.850155
32,-104,September,1954,32.48918
32,-104,October,2015,62.32087667741936
32,-104,June,1952,37.207397
32,-104,August,2013,36.99433167741935
32,-104,April,1953,23.057138
32,-104,December,1975,45.94139
32,-104,August,1947,45.858086
32,-104,February,1962,35.302937
32,-104,February,1998,45.20425017857143
32,-104,July,1975,61.37918
32,-104,July,1972,46.596592
32,-104,March,2018,28.664389967741936
32,-104,February,1952,29.93027
32,-104,March,2000,35.589168774193546
32,-104,March,1992,42.13013516129032
32,-104,October,2009,49.00082109677419
32,-104,April,1991,25.021480666666665
32,-104,August,2023,33.72800406451613
32,-104,July,1961,40.871376
32,-104,October,2012,44.88500458064516
32,-104,May,2003,32.50472386129032
32,-104,November,1997,48.693393066666665
32,-104,October,2023,46.84213206451613
32,-104,February,2013,34.48661560714286
32,-104,August,1986,52.42784658064516
32,-104,August,1987,49.31157112903226
32,-104,February,1964,39.480434
32,-104,December,1974,50.084076
32,-104,March,2020,50.36557541935484
32,-104,August,1949,45.593044
32,-104,July,1991,60.926568612903225
32,-104,May,1954,40.684277
32,-104,January,1963,37.85579
32,-104,September,1963,46.034344
32,-104,February,1963,38.482723
32,-104,March,1995,40.44742529032258
32,-104,December,1995,49.09999770967742
32,-104,October,1980,55.29877864516129
32,-104,June,2021,40.880404733333336
32,-104,September,1979,41.07092913333334
32,-104,September,1945,37.995377
32,-104,January,1945,50.74113
32,-104,March,1945,32.69579
32,-104,December,2018,56.04737625806452
32,-104,October,1949,47.457027
32,-104,October,2004,66.84025325806452
32,-104,August,1951,37.893253
32,-104,June,1970,38.621025
32,-104,August,1999,38.94903851612904
32,-104,August,2003,41.39617835483871
32,-104,August,1998,50.65422612903226
32,-104,May,1994,53.80594048387097
32,-104,June,2018,34.62682363333333
32,-104,March,1989,39.98355412903226
32,-104,March,1998,37.82679233870968
32,-104,February,1990,35.63278471428571
32,-104,February,1968,58.71038
32,-104,October,1940,61.00501
32,-104,June,1949,37.541046
32,-104,June,1955,27.091276
32,-104,June,2013,38.44406323333333
32,-104,April,1970,21.519756
32,-104,February,2012,44.05521510344827
32,-104,April,1987,41.4815009
32,-104,March,1986,34.05654722580645
32,-104,February,2019,36.9520835
32,-104,December,1967,57.45537
32,-104,October,1975,41.525246
32,-104,December,1990,44.489719838709675
32,-104,September,1994,45.8168242
32,-104,April,1990,46.283899
32,-104,August,1961,40.269592
32,-104,July,1999,45.55413922580645
32,-104,July,1983,39.38252561290322
32,-104,July,1956,30.666668
32,-104,November,1970,36.81668
32,-104,March,1997,41.248693548387095
32,-104,January,1975,51.757393
32,-104,November,2002,55.46155863333333
32,-104,October,1956,37.07911
32,-104,April,1989,29.974992583333336
32,-104,January,1967,36.884346
32,-104,July,1977,37.444973
32,-104,November,1967,52.721832
32,-104,August,1968,46.127975
32,-104,April,2021,35.72933177
32,-104,May,2021,43.75909061290323
32,-104,June,1972,40.606106
32,-104,January,1955,53.39072
32,-104,April,2004,53.298210733333335
32,-104,November,1988,32.44777416666667
32,-104,December,1970,39.190506
32,-104,August,1957,35.25887
32,-104,March,1996,25.315409387096775
32,-104,January,1971,32.725903
32,-104,January,2006,30.15467293548387
32,-104,November,1949,34.660732
32,-104,August,2020,28.56436725806451
32,-104,March,1942,35.783314
32,-104,November,1954,37.19294
32,-104,May,1955,29.697449
32,-104,March,1993,41.99798361290323
32,-104,February,1987,61.0401035
32,-104,December,1962,56.90944
32,-104,June,2015,45.80435103333333
32,-104,September,1980,57.685925166666664
32,-104,December,1999,46.313914258064514
32,-104,February,1967,34.79222
32,-104,May,2001,30.28664506451613
32,-104,January,1974,51.998413
32,-104,January,2010,52.877039548387096
32,-104,March,1967,33.33009
32,-104,September,1957,43.340397
32,-104,July,2009,41.87046183870968
32,-104,February,1984,32.35680637931034
32,-104,July,1947,37.43393
32,-104,August,1992,49.58158416129032
32,-104,February,1986,48.42936925
32,-104,September,1966,54.921745
32,-104,December,1993,44.36649951612903
32,-104,April,1980,29.948146233333333
32,-104,July,1993,53.7238255483871
32,-104,September,2000,29.291375466666665
32,-104,April,1974,27.181921
32,-104,August,1959,46.240295
32,-104,October,1958,69.51094
32,-104,February,1942,54.52049
32,-104,January,2008,40.55980680645161
32,-104,July,1955,47.41249
32,-104,December,1960,72.1358
32,-104,February,1951,39.747513
32,-104,November,1990,57.192410333333335
32,-104,June,2016,41.8758959
32,-104,June,1951,30.620623
32,-104,February,1955,28.02445
32,-104,April,1967,29.991024
32,-104,September,1977,36.40318
32,-104,December,2021,33.208016580645165
32,-104,April,1955,18.624224
32,-104,June,1942,35.201622
32,-104,April,1949,52.399418
32,-104,October,1979,31.073848677419356
32,-104,October,2005,68.11913474193548
32,-104,August,1982,46.32524525806451
32,-104,February,1982,52.14500110714286
32,-104,November,1996,42.93679843333333
32,-104,April,1984,23.264853433333332
32,-104,January,1972,38.02001
32,-104,August,1990,60.16706322580645
32,-104,February,1992,60.02771686206896
32,-104,April,1988,29.7749198
32,-104,November,1972,60.20553
32,-104,December,2015,50.381478903225805
32,-104,January,2009,36.882346741935486
32,-104,December,2019,47.13387061290322
32,-104,December,1977,35.026875
32,-104,June,1977,39.385143
32,-104,November,2021,41.2309937
32,-104,February,1983,58.953294035714286
32,-104,June,1954,33.868298
32,-104,February,2016,36.61411889655172
32,-104,November,2006,42.33553453333333
32,-104,December,1988,46.80404509677419
32,-104,February,1991,51.58702628571429
32,-104,July,1950,46.02394
32,-104,March,1987,47.285808
32,-104,January,1976,45.97514
32,-104,March,1977,33.714123
32,-104,May,2020,26.528381838709677
32,-104,December,1983,51.50535806451613
32,-104,March,1958,61.429523
32,-104,May,1979,35.714110806451615
32,-104,April,1983,38.0478538
32,-104,August,1994,38.09762048387097
32,-104,December,1992,58.82354270967742
32,-104,February,1943,43.42276
32,-104,February,1981,49.49449689285714
32,-104,November,1977,37.883606
32,-104,September,1996,53.33669136666666
32,-104,July,2002,48.18023770967742
32,-104,July,1976,61.007393
32,-104,January,1977,55.9835
32,-104,July,1996,38.715983967741934
32,-104,December,2013,57.63311629032258
32,-104,March,2023,29.71537564516129
32,-104,December,1961,51.445324
32,-104,December,2002,58.286343612903224
32,-104,May,1964,28.162756
32,-104,January,1942,73.20776
32,-104,September,1951,37.558697
32,-104,October,1951,36.157722
32,-104,May,1995,35.13785080645162
32,-104,December,1952,53.79127
32,-104,September,1958,62.82084
32,-104,November,2014,48.744748433333335
32,-104,December,2023,48.47464151612903
32,-104,February,1977,43.375824
32,-104,August,1977,39.525753
32,-104,June,1967,40.669758
32,-104,August,1956,29.752657
32,-104,August,1981,62.08310851612903
32,-104,July,1951,32.50406
32,-104,April,1994,30.246442316666663
32,-104,July,1971,42.086014
32,-104,January,1993,64.07304925806451
32,-104,May,1977,40.496944
32,-104,July,1952,45.38896
32,-104,January,1957,48.842396
32,-104,July,1997,40.74887041935484
32,-104,September,1987,51.9871302
32,-104,February,2006,37.939179964285714
32,-104,November,2015,50.821153433333336
32,-104,August,2012,36.04794735483871
32,-104,November,2022,54.31228213333333
32,-104,October,1964,43.18797
32,-104,June,2020,28.686849766666665
32,-104,June,2014,36.6356871
32,-104,April,1993,30.904465533333333
32,-104,February,1974,33.998367
32,-104,October,1977,52.03389
32,-104,September,1953,28.738335
32,-104,September,1991,67.06133066666666
32,-104,February,1957,65.49388
32,-104,July,2006,38.75592090322581
32,-104,June,1953,24.397495
32,-104,August,1955,39.647858
32,-104,February,1979,48.68744092857143
32,-104,June,1996,36.747881066666665
32,-104,January,1964,33.81385
32,-104,February,2011,33.23646332142857
32,-104,December,2000,52.03141701612903
32,-104,February,2015,51.92740114285714
32,-104,October,1998,52.29469593548387
32,-104,April,1981,50.63746846666667
32,-104,November,2016,55.60485706666667
32,-104,November,2018,44.72999683333333
32,-104,November,2007,47.0367317
32,-104,September,1972,56.753178
32,-104,July,1957,32.499767
32,-104,November,1950,30.939417
32,-104,May,1952,31.070215
32,-104,November,1987,47.172478633333334
32,-104,June,2022,33.138834466666665
32,-104,November,2023,56.283649966666665
32,-104,December,1951,35.52619
32,-104,October,2022,55.87662493548387
32,-104,September,1995,59.4362021
32,-104,October,1953,53.520508
32,-104,April,1992,41.5451235
32,-104,July,2000,31.626356322580644
32,-104,May,1975,36.342777
32,-104,November,1960,47.030197
32,-104,January,2007,62.850360419354836
32,-104,December,2016,54.129694
32,-104,December,1986,75.66283074193548
32,-104,February,1961,47.478607
32,-104,March,1972,31.511898
32,-104,December,1959,54.015804
32,-104,March,1975,38.119026
