lat_coord,lon_coord,clust_n,max_trap,sum_trap,num_y,max_year,ob,year_ob,clust_lon,clust_lat,mean_cover,max_cover,Cropland,Temperate or sub-polar grassland,Temperate or sub-polar needleleaf forest,Temperate or sub-polar shrubland,Water,Urban and Built-up,Wetland,Barren Lands,Tropical or sub-tropical shrubland,Temperate or sub-polar broadleaf deciduous forest,Mixed Forest,Snow and Ice,Sub-polar taiga needleleaf forest,Sub-polar or polar grassland-lichen-moss,No data,Tropical or sub-tropical grassland,Tropical or sub-tropical broadleaf evergreen forest,Sub-polar or polar barren-lichen-moss,near_needle,Angiosperms,Gymnospermae,Abies,Acer,Alnus,Arbutus,Betula,Callitropsis,Celtis,Cercocarpus,Chamaecyparis,Chrysolepis,Fraxinus,Hesperocyparis,Juniperus,Larix,Notholithocarpus,Picea,Pinus,Populus,Prosopis,Pseudotsuga,Quercus,Robinia,Sequoiadendron,Thuja,Tsuga,Ulmus,Umbellularia,elev2
33.25,-110.75,332,15,15,2,2012,breaks4,2013,-110.8296609668866,33.28988050380617,78.4306504978781,165.2776641845703,0,0,0.5429322678582094,0.4554734590705814,0,0,0,0,0.00159427307120916,0,0,0,0,0,0,0,0,0,1,0.9215686274509804,0.0784313725490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784313725490196,0.9215686274509804,0,0,0,0,0,0,2310.5
33.25,-110.75,332,38.2,57.400000000000006,4,1992,breaks2,1995,-110.8296609668866,33.28988050380617,78.4306504978781,165.2776641845703,0,0,0.5429322678582094,0.4554734590705814,0,0,0,0,0.00159427307120916,0,0,0,0,0,0,0,0,0,1,0.9215686274509804,0.0784313725490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784313725490196,0.9215686274509804,0,0,0,0,0,0,2310.5
33.25,-110.75,332,86.8,323.00000000000006,9,2000,breaks3,2004,-110.8296609668866,33.28988050380617,78.4306504978781,165.2776641845703,0,0,0.5429322678582094,0.4554734590705814,0,0,0,0,0.00159427307120916,0,0,0,0,0,0,0,0,0,1,0.9215686274509804,0.0784313725490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784313725490196,0.9215686274509804,0,0,0,0,0,0,2310.5
33.75,-111,59,4,4.6,5,2016,breaks4,2018,-110.92510010305668,33.8304363346257,73.88855089416309,151.7823232014974,0,0,0.7815296421883627,0.2184703578116372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02888888888888889,0.971111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.00222222222222222,0,0,0,0.9688888888888888,0,0,0,0.02888888888888889,0,0,0,0,0,0,2031.3333333333333
33.75,-111,59,41.5,181.1,9,1996,breaks2,2000,-110.92510010305668,33.8304363346257,73.88855089416309,151.7823232014974,0,0,0.7815296421883627,0.2184703578116372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02888888888888889,0.971111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.00222222222222222,0,0,0,0.9688888888888888,0,0,0,0.02888888888888889,0,0,0,0,0,0,2031.3333333333333
33.75,-111,59,7.2,16.200000000000003,4,2003,breaks3,2009,-110.92510010305668,33.8304363346257,73.88855089416309,151.7823232014974,0,0,0.7815296421883627,0.2184703578116372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02888888888888889,0.971111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.00222222222222222,0,0,0,0.9688888888888888,0,0,0,0.02888888888888889,0,0,0,0,0,0,2031.3333333333333
34.25,-111,429,7.8,19.450000000000003,6,2013,breaks5,2018,-111.014492,34.337027,80.80107691018387,145.7988739013672,0,0,0.9507545671167592,0.04924543288324067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1888
34.5,-110.75,93,12,23.45,4,2016,breaks4,2018,-110.828686,34.403285000000004,87.22616318624806,125.1522979736328,0,0,0.98330683624801285,0.01669316375198728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2203
34.5,-111.25,70,26,48.6,5,2005,breaks3,2008,-111.31991413337198,34.441037932395105,86.36182095195755,148.6366424560547,0,0.03645007923930269,0.8237771576136026,0.15799780276674602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2156.5
34.5,-111.25,70,3.4,13.3,8,1993,breaks2,1999,-111.31991413337198,34.441037932395105,86.36182095195755,148.6366424560547,0,0.03645007923930269,0.8237771576136026,0.15799780276674602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2156.5
34.5,-111.25,70,7.4,12.6,7,2017,breaks4,2017,-111.31991413337198,34.441037932395105,86.36182095195755,148.6366424560547,0,0.03645007923930269,0.8237771576136026,0.15799780276674602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2156.5
34.5,-112.5,385,0,0,3,1998,breaks3,2004,-112.40806491056397,34.43749009430312,82.23873204779574,152.63885498046875,0,0,0.945120046341442,0.05487995365855817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3205128205128205,0.6794871794871795,0,0,0,0,0,0,0,0,0,0,0,0,0.05128205128205128,0,0,0,0.5801282051282051,0,0,0.04807692307692308,0.3205128205128205,0,0,0,0,0,0,2327.5
34.5,-112.5,385,0,0,3,2011,breaks4,2013,-112.40806491056397,34.43749009430312,82.23873204779574,152.63885498046875,0,0,0.945120046341442,0.05487995365855817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3205128205128205,0.6794871794871795,0,0,0,0,0,0,0,0,0,0,0,0,0.05128205128205128,0,0,0,0.5801282051282051,0,0,0.04807692307692308,0.3205128205128205,0,0,0,0,0,0,2327.5
34.5,-112.5,385,0.2,0.2,4,2017,breaks5,2022,-112.40806491056397,34.43749009430312,82.23873204779574,152.63885498046875,0,0,0.945120046341442,0.05487995365855817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3205128205128205,0.6794871794871795,0,0,0,0,0,0,0,0,0,0,0,0,0.05128205128205128,0,0,0,0.5801282051282051,0,0,0.04807692307692308,0.3205128205128205,0,0,0,0,0,0,2327.5
35.25,-106.5,4,38.2,155.5,8,2006,breaks3,2008,-106.41006845060116,35.21076434566647,62.411539437515906,95.50798950195312,0,0,0.8975852188680766,0.08746812798298731,0,0,0,0,0,0.014946653148936,0,0,0,0,0,0,0,0,1,0.5034691304781597,0.4965308695218404,0.0080016006402561,0,0,0,0,0,0,0,0,0,0,0.00404411764705882,0.08759183160443665,0,0,0,0.1336800668985543,0,0,0.2632132527315345,0.5034691304781597,0,0,0,0,0,0,2583.1
35.25,-106.5,4,44.6,252,9,2015,breaks4,2017,-106.41006845060116,35.21076434566647,62.411539437515906,95.50798950195312,0,0,0.8975852188680766,0.08746812798298731,0,0,0,0,0,0.014946653148936,0,0,0,0,0,0,0,0,1,0.5034691304781597,0.4965308695218404,0.0080016006402561,0,0,0,0,0,0,0,0,0,0,0.00404411764705882,0.08759183160443665,0,0,0,0.1336800668985543,0,0,0.2632132527315345,0.5034691304781597,0,0,0,0,0,0,2583.1
35.75,-118.5,302,40.4,72.75,6,2003,breaks3,2009,-118.5890159332691,35.82625412759867,292.05368634170355,1112.7810180664062,0.01460295881130317,0.00541591878370639,0.6838007980352283,0.21902044707981833,0,0,0,0,0.05594886823233079,0.0382419662286004,0,0,0,0,0,0,0,0,1,0.02352941176470588,0.976470588235294,0.2461161387631976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4894670688788336,0,0,0.24088738059326295,0.02352941176470588,0,0,0,0,0,0,2112.2
35.75,-118.5,302,41.6,50,3,1998,breaks2,2000,-118.5890159332691,35.82625412759867,292.05368634170355,1112.7810180664062,0.01460295881130317,0.00541591878370639,0.6838007980352283,0.21902044707981833,0,0,0,0,0.05594886823233079,0.0382419662286004,0,0,0,0,0,0,0,0,1,0.02352941176470588,0.976470588235294,0.2461161387631976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4894670688788336,0,0,0.24088738059326295,0.02352941176470588,0,0,0,0,0,0,2112.2
36,-118.5,399,0,0,1,2008,breaks4,2016,-118.612033,35.950437,253.16390344480757,1360.7132568359375,0,0,0.9402390438247012,0.05976095617529881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,1947
36,-118.5,399,0.4,0.4,1,1998,breaks2,1998,-118.612033,35.950437,253.16390344480757,1360.7132568359375,0,0,0.9402390438247012,0.05976095617529881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,1947
36,-118.5,399,2.6,9.4,6,2003,breaks3,2007,-118.612033,35.950437,253.16390344480757,1360.7132568359375,0,0,0.9402390438247012,0.05976095617529881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,1947
36,-118.5,410,13.4,14,3,1998,breaks2,2000,-118.59377425425488,36.09615861135655,260.5523866626976,953.8443450927734,0,0.01511535401750198,0.8562096632865462,0.13623265970470275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00980392156862745,0.9901960784313726,0.24754901960784317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4950980392156863,0,0,0.24754901960784317,0.00980392156862745,0,0,0,0,0,0,1973
36,-118.5,410,14.8,25.25,6,2003,breaks3,2009,-118.59377425425488,36.09615861135655,260.5523866626976,953.8443450927734,0,0.01511535401750198,0.8562096632865462,0.13623265970470275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00980392156862745,0.9901960784313726,0.24754901960784317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4950980392156863,0,0,0.24754901960784317,0.00980392156862745,0,0,0,0,0,0,1973
36.25,-118.75,319,0,0,1,2008,breaks4,2016,-118.64850130415704,36.22030042251079,278.5513506442043,1017.732879638672,0,0,0.8493308978102514,0.1486738906973304,0,0,0,0,0,0,0.00399042298483639,0,0,0,0,0,0,0,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,1939.5
36.25,-118.75,319,19.4,24.799999999999997,6,1998,breaks2,1998,-118.64850130415704,36.22030042251079,278.5513506442043,1017.732879638672,0,0,0.8493308978102514,0.1486738906973304,0,0,0,0,0,0,0.00399042298483639,0,0,0,0,0,0,0,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,1939.5
36.25,-118.75,319,20.2,28.049999999999997,9,1984,breaks1,1989,-118.64850130415704,36.22030042251079,278.5513506442043,1017.732879638672,0,0,0.8493308978102514,0.1486738906973304,0,0,0,0,0,0,0.00399042298483639,0,0,0,0,0,0,0,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,1939.5
36.25,-118.75,319,37,87.00000000000001,7,2003,breaks3,2007,-118.64850130415704,36.22030042251079,278.5513506442043,1017.732879638672,0,0,0.8493308978102514,0.1486738906973304,0,0,0,0,0,0,0.00399042298483639,0,0,0,0,0,0,0,1,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,1939.5
36.75,-118.75,105,0.2,0.2,7,1986,breaks1,1989,-118.80055495914506,36.635473243210015,246.9253744678927,984.1072794596356,0,0.01108471892319873,0.6921761051406223,0.3041289885516448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3508974358974359,0,0,0,0,0,0,0,0,0,0,0,0.00641025641025641,0,0,0,0.452051282051282,0,0,0.19064102564102564,0,0,0,0,0,0,0,2177.6666666666665
36.75,-118.75,105,0.4,0.4,1,2008,breaks4,2016,-118.80055495914506,36.635473243210015,246.9253744678927,984.1072794596356,0,0.01108471892319873,0.6921761051406223,0.3041289885516448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3508974358974359,0,0,0,0,0,0,0,0,0,0,0,0.00641025641025641,0,0,0,0.452051282051282,0,0,0.19064102564102564,0,0,0,0,0,0,0,2177.6666666666665
36.75,-118.75,105,13.75,32.95,7,2003,breaks3,2007,-118.80055495914506,36.635473243210015,246.9253744678927,984.1072794596356,0,0.01108471892319873,0.6921761051406223,0.3041289885516448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3508974358974359,0,0,0,0,0,0,0,0,0,0,0,0.00641025641025641,0,0,0,0.452051282051282,0,0,0.19064102564102564,0,0,0,0,0,0,0,2177.6666666666665
36.75,-118.75,105,2.6,6.3999999999999995,9,1996,breaks2,1998,-118.80055495914506,36.635473243210015,246.9253744678927,984.1072794596356,0,0.01108471892319873,0.6921761051406223,0.3041289885516448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3508974358974359,0,0,0,0,0,0,0,0,0,0,0,0.00641025641025641,0,0,0,0.452051282051282,0,0,0.19064102564102564,0,0,0,0,0,0,0,2177.6666666666665
36.75,-119,98,29.6,63.150000000000006,6,2004,breaks3,2009,-118.93304939841435,36.73473246322672,309.4938426749362,1628.4722086588542,0,0.0071827613727055,0.8628999669096978,0.1363019484933349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.25041216486594636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5004514398351934,0,0,0.24913639529886028,0,0,0,0,0,0,0,1980.5555555555557
36.75,-119,98,37.8,43.05,3,1998,breaks2,2000,-118.93304939841435,36.73473246322672,309.4938426749362,1628.4722086588542,0,0.0071827613727055,0.8628999669096978,0.1363019484933349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.25041216486594636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5004514398351934,0,0,0.24913639529886028,0,0,0,0,0,0,0,1980.5555555555557
37.5,-119.5,102,31.8,106.4,9,1995,breaks2,2000,-119.533187457309,37.394594203926864,247.71128246996048,687.0817489624023,0,0.00159872102318145,0.8468325668939298,0.15096919169919565,0.00719424460431654,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.28058510638297873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48138297872340424,0,0,0.23803191489361705,0,0,0,0,0,0,0,1785.25
37.5,-119.5,102,32.4,74.6,9,1984,breaks1,1991,-119.533187457309,37.394594203926864,247.71128246996048,687.0817489624023,0,0.00159872102318145,0.8468325668939298,0.15096919169919565,0.00719424460431654,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.28058510638297873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48138297872340424,0,0,0.23803191489361705,0,0,0,0,0,0,0,1785.25
37.5,-119.5,102,55.6,180.55,6,2004,breaks3,2009,-119.533187457309,37.394594203926864,247.71128246996048,687.0817489624023,0,0.00159872102318145,0.8468325668939298,0.15096919169919565,0.00719424460431654,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.28058510638297873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48138297872340424,0,0,0.23803191489361705,0,0,0,0,0,0,0,1785.25
37.5,-119.75,215,1,1,1,2008,breaks4,2016,-119.63919203368032,37.50530732343458,380.3625988133884,970.6571044921876,0,0.00797321787396021,0.9210110804055854,0.08571692646563937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2922794117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47998366013071897,0,0,0.22773692810457516,0,0,0,0,0,0,0,1816
37.5,-119.75,215,11.2,18.6,9,1996,breaks2,1998,-119.63919203368032,37.50530732343458,380.3625988133884,970.6571044921876,0,0.00797321787396021,0.9210110804055854,0.08571692646563937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2922794117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47998366013071897,0,0,0.22773692810457516,0,0,0,0,0,0,0,1816
37.5,-119.75,215,5.2,9,8,1985,breaks1,1989,-119.63919203368032,37.50530732343458,380.3625988133884,970.6571044921876,0,0.00797321787396021,0.9210110804055854,0.08571692646563937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2922794117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47998366013071897,0,0,0.22773692810457516,0,0,0,0,0,0,0,1816
37.5,-119.75,215,71.2,228.4,7,2005,breaks3,2007,-119.63919203368032,37.50530732343458,380.3625988133884,970.6571044921876,0,0.00797321787396021,0.9210110804055854,0.08571692646563937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2922794117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47998366013071897,0,0,0.22773692810457516,0,0,0,0,0,0,0,1816
37.75,-119.75,308,2.2,2.2,1,2008,breaks4,2016,-119.64877293858414,37.69517205169911,230.07662832772044,980.371114095052,0,0.01274265993351434,0.6726629475939467,0.31592726639844276,0,0.00874403815580286,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01360544217687074,0.9863945578231292,0.2465986394557823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4931972789115646,0,0,0.2465986394557823,0.01360544217687074,0,0,0,0,0,0,1459.3333333333333
37.75,-119.75,308,48.2,191.8,6,2004,breaks3,2007,-119.64877293858414,37.69517205169911,230.07662832772044,980.371114095052,0,0.01274265993351434,0.6726629475939467,0.31592726639844276,0,0.00874403815580286,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01360544217687074,0.9863945578231292,0.2465986394557823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4931972789115646,0,0,0.2465986394557823,0.01360544217687074,0,0,0,0,0,0,1459.3333333333333
