lat,lon,source,manual_id
35.21206,-106.46132,iNaturalist,51671
35.213,-106.467,iNaturalist,50522
35.21346,-106.40637,iNaturalist,51969
35.21373,-106.40822,iNaturalist,51587
35.21392,-106.40811,iNaturalist,51578
35.21396,-106.40813,iNaturalist,51594
35.21455,-106.42235,iNaturalist,51658
35.2148,-106.4081,iNaturalist,51608
35.216,-106.416,iNaturalist,50008
35.216,-106.416,iNaturalist,50009
35.216,-106.416,iNaturalist,50010
35.216,-106.416,iNaturalist,50581
35.216,-106.413,iNaturalist,51064
35.21632,-106.41608,iNaturalist,51860
35.21691,-106.4161,iNaturalist,51726
35.217,-106.416,iNaturalist,50014
35.217,-106.416,iNaturalist,50026
35.218,-106.416,Lab Collections,51478
35.22647,-106.40938,iNaturalist,51556
35.22648,-106.4094,iNaturalist,51555
35.2338,-106.44593,iNaturalist,51709
35.23634,-106.43901,iNaturalist,51823
35.23698,-106.43773,iNaturalist,51824
35.24049,-111.59036,iNaturalist,51567
35.32,-111.709,iNaturalist,50900
35.5382,-105.93496,iNaturalist,51672
35.562,-105.541,iNaturalist,50366
35.62207,-105.84404,iNaturalist,51631
35.62921,-105.68232,iNaturalist,51601
35.63768,-105.5973,iNaturalist,51665
35.642,-105.9,iNaturalist,50667
35.644,-105.453,iNaturalist,51037
35.646,-105.456,iNaturalist,50394
35.662,-105.958,iNaturalist,50668
35.666,-105.88,iNaturalist,51360
35.66727,-105.88174,iNaturalist,51705
35.668,-105.876,iNaturalist,51045
35.66986,-105.94616,iNaturalist,51537
35.67,-105.946,iNaturalist,50482
35.67,-105.946,iNaturalist,50483
35.671,-105.726,iNaturalist,51036
35.67299,-105.93661,iNaturalist,51664
35.67767,-105.94951,iNaturalist,51530
35.67997,-105.94166,iNaturalist,51598
35.68,-105.967,iNaturalist,50090
35.68012,-105.9392,iNaturalist,51527
35.68345,-105.88131,iNaturalist,51888
35.685,-105.968,iNaturalist,50129
35.68606,-105.93662,iNaturalist,51624
35.68639,-105.93629,iNaturalist,51546
35.687,-105.949,iNaturalist,50032
35.688,-105.939,iNaturalist,50684
35.689,-105.918,iNaturalist,51190
35.689,-105.918,iNaturalist,51204
35.68974,-105.53379,iNaturalist,51632
35.69181,-105.93932,iNaturalist,51685
35.69421,-105.91904,iNaturalist,51839
35.69432,-105.91896,iNaturalist,51838
35.695,-105.688,iNaturalist,51415
35.699,-105.954,iNaturalist,50347
35.70768,-105.68234,iNaturalist,51719
35.714,-105.944,iNaturalist,51152
35.72,-105.835,iNaturalist,50573
35.724,-105.869,iNaturalist,51092
35.725,-105.835,iNaturalist,51278
35.72571,-105.83738,iNaturalist,51562
35.726,-105.837,iNaturalist,51185
35.727,-105.841,iNaturalist,50993
35.72745,-105.83963,iNaturalist,51541
35.728,-105.841,iNaturalist,51016
35.728,-105.84,iNaturalist,50388
35.728,-105.84,iNaturalist,50826
35.728,-105.84,iNaturalist,51280
35.728,-105.839,iNaturalist,51271
35.729,-105.867,iNaturalist,50013
35.73,-105.837,iNaturalist,50023
35.73,-105.837,iNaturalist,51341
35.73,-105.792,iNaturalist,51320
35.73056,-105.83792,iNaturalist,51804
35.733,-105.837,iNaturalist,51202
35.73388,-105.86375,iNaturalist,51879
35.734,-105.864,iNaturalist,51396
35.735,-105.878,iNaturalist,51208
35.735,-105.836,iNaturalist,51203
35.735,-105.834,iNaturalist,50836
35.735,-105.834,iNaturalist,51388
35.736,-105.831,iNaturalist,50678
35.7361,-105.83291,iNaturalist,51569
35.73663,-118.55938,iNaturalist,51532
35.738,-105.836,iNaturalist,50736
35.739,-105.831,iNaturalist,51336
35.741,-105.42,iNaturalist,50027
35.742,-105.834,iNaturalist,50705
35.743,-105.85,iNaturalist,51165
35.74431,-105.62716,iNaturalist,51846
35.747,-105.834,iNaturalist,51129
35.748,-105.868,iNaturalist,50808
35.749,-105.832,iNaturalist,50735
35.75,-105.834,iNaturalist,50709
35.75074,-105.83427,iNaturalist,51560
35.75272,-105.85777,iNaturalist,51524
35.753,-105.834,iNaturalist,51240
35.75362,-105.83215,iNaturalist,51603
35.755,-105.832,iNaturalist,51028
35.756,-105.854,iNaturalist,50769
35.756,-105.845,iNaturalist,51012
35.761,-105.83319,iNaturalist,51620
35.762,-105.838,iNaturalist,50566
35.762,-105.834,iNaturalist,51077
35.76209,-105.82268,iNaturalist,51684
35.763,-105.837,iNaturalist,50579
35.76302,-105.83961,iNaturalist,51522
35.764,-105.842,iNaturalist,51391
35.764,-105.834,iNaturalist,50600
35.764,-105.833,iNaturalist,51043
35.764,-105.833,iNaturalist,51140
35.768,-105.82,iNaturalist,50529
35.769,-105.809,iNaturalist,50078
35.76965,-105.80911,iNaturalist,51882
35.77115,-105.81474,iNaturalist,51912
35.77714,-105.81013,iNaturalist,51777
35.77737,-105.81043,iNaturalist,51977
35.785,-105.841,iNaturalist,51022
35.7869,-105.80875,iNaturalist,51808
35.78695,-105.80873,iNaturalist,51807
35.78769,-105.8661,iNaturalist,51654
35.78869,-105.84958,iNaturalist,51845
35.78976,-105.84014,iNaturalist,51576
35.79576,-105.8025,iNaturalist,51817
35.79719,-105.8031,iNaturalist,51825
35.79825,-105.83331,iNaturalist,51647
35.79892,-105.80254,iNaturalist,51895
35.80072,-105.80257,iNaturalist,51861
35.80249,-105.80295,iNaturalist,51894
35.808,-106.599,iNaturalist,50680
35.80876,-105.78472,iNaturalist,51827
35.8093,-105.6586,iNaturalist,51734
35.813,-106.607,iNaturalist,50017
35.81726,-106.53226,iNaturalist,51723
35.821,-106.209,iNaturalist,50345
35.821,-106.19,iNaturalist,50181
35.823,-106.55,iNaturalist,51343
35.84,-105.656,iNaturalist,50837
35.849,-106.63,iNaturalist,50031
35.8494,-106.62956,iNaturalist,51799
35.86,-106.628,iNaturalist,51333
35.861,-105.473,iNaturalist,50413
35.863,-106.625,iNaturalist,51295
35.86554,-106.68161,iNaturalist,51913
35.87293,-106.25027,iNaturalist,51571
35.8825,-106.72639,iNaturalist,51763
35.88292,-106.32455,iNaturalist,51548
35.88323,-106.29777,iNaturalist,51528
35.88336,-106.36725,iNaturalist,51644
35.88663,-106.30645,iNaturalist,51642
35.88918,-106.64917,iNaturalist,51613
35.892,-106.293,iNaturalist,50485
35.89254,-106.62392,iNaturalist,51639
35.893,-106.706,iNaturalist,50165
35.893,-106.623,iNaturalist,50592
35.894,-106.663,iNaturalist,51311
35.897,-106.663,iNaturalist,51262
35.89702,-106.65314,iNaturalist,51686
35.898,-106.664,iNaturalist,51285
35.9024,-106.27563,iNaturalist,51534
35.90437,-106.6664,iNaturalist,51553
35.90604,-106.30559,iNaturalist,51650
35.944,-106.613,iNaturalist,51219
35.95366,-118.61877,iNaturalist,51968
35.954,-118.618,iNaturalist,50277
35.974,-118.401,iNaturalist,50043
35.977,-118.597,iNaturalist,50153
35.978,-106.842,iNaturalist,51184
35.979,-106.739,iNaturalist,50713
35.98874,-106.62154,iNaturalist,51694
36.00648,-105.53317,iNaturalist,51716
36.016,-118.493,iNaturalist,50268
36.019,-118.559,iNaturalist,50961
36.122,-118.546,iNaturalist,51122
36.12209,-118.54674,iNaturalist,51730
36.123,-118.548,iNaturalist,50282
36.132,-105.527,iNaturalist,50784
36.135,-105.529,iNaturalist,50235
36.138,-118.577,iNaturalist,50308
36.144,-118.587,iNaturalist,50272
36.151,-105.552,iNaturalist,50203
36.154,-105.55,iNaturalist,51042
36.163,-105.583,iNaturalist,51025
36.163,-105.583,iNaturalist,51026
36.17797,-105.23377,iNaturalist,51733
36.184,-118.633,iNaturalist,50322
36.18772,-106.84714,iNaturalist,51566
36.19334,-105.60184,iNaturalist,51698
36.206,-118.685,iNaturalist,50041
36.2061,-118.68542,iNaturalist,51792
36.20621,-118.6854,iNaturalist,51793
36.215,-105.606,iNaturalist,51366
36.215,-105.593,Lab Collections,51426
36.21551,-105.59999,iNaturalist,51852
36.22053,-118.67825,iNaturalist,51790
36.229,-118.68,iNaturalist,50244
36.235,-105.606,iNaturalist,51136
36.239,-106.743,iNaturalist,50661
36.241,-105.585,iNaturalist,50973
36.243,-112.055,iNaturalist,50511
36.245,-105.616,iNaturalist,51006
36.248,-105.619,iNaturalist,51232
36.248,-105.617,iNaturalist,51422
36.249,-118.681,iNaturalist,50141
36.249,-118.671,iNaturalist,50210
36.252,-115.647,iNaturalist,50382
36.254,-115.644,iNaturalist,50804
36.256,-115.646,iNaturalist,50793
36.256,-115.645,iNaturalist,50740
36.257,-115.653,iNaturalist,50527
36.257,-115.653,iNaturalist,50532
36.257,-115.653,iNaturalist,50533
36.257,-115.645,iNaturalist,50783
36.257,-115.643,iNaturalist,50379
36.25719,-115.64279,iNaturalist,51519
36.258,-115.631,iNaturalist,50730
36.259,-118.67,iNaturalist,50275
36.259,-115.653,iNaturalist,50168
36.261,-115.648,iNaturalist,50170
36.262,-115.65,iNaturalist,50702
36.262,-115.65,iNaturalist,50703
36.262,-105.549,iNaturalist,51056
36.263,-115.654,iNaturalist,50295
36.267,-115.663,iNaturalist,50571
36.268,-115.664,iNaturalist,50360
36.268,-115.663,iNaturalist,50785
36.269,-115.665,iNaturalist,50731
36.27,-115.665,iNaturalist,50748
36.27,-115.62,iNaturalist,50241
36.272,-115.672,iNaturalist,50416
36.272,-115.665,iNaturalist,50633
36.273,-115.67,iNaturalist,50747
36.274,-115.671,iNaturalist,50497
36.274,-115.631,iNaturalist,51215
36.274,-115.63,iNaturalist,50226
36.274,-115.63,iNaturalist,50369
36.274,-115.63,iNaturalist,50417
36.274,-115.629,iNaturalist,50374
36.276,-115.67,iNaturalist,50627
36.278,-115.635,iNaturalist,50589
36.279,-115.636,iNaturalist,50367
36.29,-115.667,iNaturalist,50467
36.29557,-105.57349,iNaturalist,51622
36.301,-115.686,iNaturalist,50607
36.304,-115.629,iNaturalist,50518
36.305,-115.68,iNaturalist,50833
36.306,-115.679,iNaturalist,50557
36.308,-115.687,iNaturalist,50886
36.30833,-115.68449,iNaturalist,51514
36.31,-115.673,iNaturalist,50753
36.315,-115.677,iNaturalist,50503
36.318,-115.672,Lab Collections,51459
36.31821,-115.62814,iNaturalist,51499
36.32199,-115.69279,iNaturalist,51908
36.34643,-105.29943,iNaturalist,51711
36.34698,-105.29938,iNaturalist,51704
36.35,-105.303,iNaturalist,51182
36.35003,-105.29006,iNaturalist,51681
36.355,-105.569,iNaturalist,51108
36.358,-105.297,iNaturalist,50409
36.358,-105.297,iNaturalist,51408
36.363,-105.607,iNaturalist,51248
36.363,-105.453,iNaturalist,51198
36.366,-105.064,iNaturalist,50427
36.3669,-105.29568,iNaturalist,51883
36.368,-105.383,iNaturalist,51003
36.36975,-105.30979,iNaturalist,51748
36.371,-105.379,iNaturalist,50711
36.373,-105.304,iNaturalist,50534
36.3746,-105.49682,iNaturalist,51643
36.375,-105.314,iNaturalist,50517
36.376,-105.6,iNaturalist,50690
36.377,-105.313,iNaturalist,50729
36.377,-105.026,iNaturalist,50020
36.37755,-105.28429,iNaturalist,51740
36.38,-105.456,iNaturalist,51156
36.387,-105.309,iNaturalist,51091
36.40484,-105.03147,iNaturalist,51800
36.41085,-104.99175,iNaturalist,51511
36.416,-105.012,iNaturalist,50494
36.417,-105.104,iNaturalist,50334
36.42291,-105.3114,iNaturalist,51805
36.435,-105.594,iNaturalist,50864
36.43636,-105.04301,iNaturalist,51801
36.438,-105.035,iNaturalist,50797
36.448,-118.564,iNaturalist,50007
36.449,-104.959,iNaturalist,50706
36.45,-105.009,iNaturalist,50486
36.452,-104.958,iNaturalist,50638
36.4652,-118.66929,iNaturalist,51797
36.467,-118.648,iNaturalist,50074
36.467,-118.647,iNaturalist,50213
36.467,-118.647,iNaturalist,50229
36.467,-106.713,iNaturalist,50556
36.468,-104.944,iNaturalist,50122
36.486,-118.566,iNaturalist,50343
36.488,-118.567,iNaturalist,50952
36.491,-118.825,iNaturalist,50065
36.49765,-105.06597,iNaturalist,51811
36.498,-105.063,iNaturalist,51128
36.50832,-105.1636,iNaturalist,51667
36.512,-118.559,iNaturalist,50238
36.517,-118.801,iNaturalist,50984
36.517,-105.118,iNaturalist,50474
36.518,-105.537,iNaturalist,51167
36.51852,-105.53654,iNaturalist,51508
36.52,-105.532,iNaturalist,50580
36.523,-105.527,iNaturalist,50584
36.52479,-105.17499,iNaturalist,51835
36.525,-105.542,iNaturalist,50484
36.526,-105.543,iNaturalist,50745
36.526,-105.539,Lab Collections,51460
36.526,-105.539,iNaturalist,50488
36.526,-105.539,iNaturalist,50491
36.526,-105.539,iNaturalist,50948
36.526,-105.175,iNaturalist,50996
36.527,-105.221,iNaturalist,50816
36.52702,-105.17734,iNaturalist,51626
36.528,-105.541,Lab Collections,51425
36.53,-105.182,iNaturalist,50599
36.53246,-105.53771,iNaturalist,51695
36.53511,-105.58071,iNaturalist,51939
36.53514,-105.58069,iNaturalist,51923
36.53637,-105.5815,iNaturalist,51917
36.537,-105.152,iNaturalist,51100
36.53773,-105.1524,iNaturalist,51775
36.538,-105.154,iNaturalist,51207
36.546,-105.132,iNaturalist,50871
36.547,-105.132,iNaturalist,50870
36.549,-105.308,iNaturalist,50357
36.551,-105.136,iNaturalist,51410
36.55331,-118.63151,iNaturalist,51521
36.55475,-105.25955,iNaturalist,51795
36.555,-118.749,iNaturalist,50260
36.556,-118.746,iNaturalist,50299
36.561,-118.76,iNaturalist,50158
36.561,-105.03,iNaturalist,50951
36.563,-105.527,iNaturalist,50877
36.563,-105.527,iNaturalist,50878
36.563,-105.527,iNaturalist,50879
36.564,-118.774,iNaturalist,51417
36.565,-118.773,iNaturalist,50134
36.565,-118.771,iNaturalist,50055
36.565,-118.771,iNaturalist,50309
36.565,-118.77,iNaturalist,50228
36.567,-105.045,iNaturalist,50454
36.568,-118.765,iNaturalist,50298
36.568,-118.762,iNaturalist,50130
36.568,-118.659,iNaturalist,50064
36.57,-118.766,iNaturalist,50463
36.57126,-118.64554,iNaturalist,51951
36.572,-105.153,iNaturalist,50563
36.574,-118.766,iNaturalist,50126
36.574,-118.75,iNaturalist,50294
36.577,-118.752,iNaturalist,50132
36.578,-118.752,iNaturalist,50179
36.578,-118.751,iNaturalist,50476
36.578,-118.751,iNaturalist,50946
36.581,-118.751,iNaturalist,50150
36.581,-118.751,iNaturalist,50285
36.581,-118.751,iNaturalist,50306
36.581,-118.751,iNaturalist,50319
36.581,-118.75,iNaturalist,50161
36.581,-118.75,iNaturalist,50281
36.582,-118.753,iNaturalist,50257
36.582,-118.751,iNaturalist,50155
36.582,-118.751,iNaturalist,50169
36.582,-118.751,iNaturalist,50269
36.583,-118.752,iNaturalist,50280
36.583,-118.751,iNaturalist,50304
36.583,-118.734,iNaturalist,51349
36.584,-118.751,iNaturalist,50266
36.584,-118.751,iNaturalist,50273
36.584,-118.75,iNaturalist,50154
36.584,-118.75,iNaturalist,50227
36.585,-118.75,iNaturalist,50291
36.585,-118.75,iNaturalist,50325
36.585,-118.582,iNaturalist,50160
36.587,-118.241,iNaturalist,51210
36.5882,-118.23227,iNaturalist,51874
36.59111,-118.74778,iNaturalist,51822
36.594,-106.185,iNaturalist,50489
36.595,-118.743,iNaturalist,51253
36.596,-118.742,iNaturalist,50163
36.599,-118.732,iNaturalist,50069
36.599,-118.729,iNaturalist,50279
36.599,-118.724,iNaturalist,50137
36.59915,-118.73025,iNaturalist,51697
36.604,-118.735,iNaturalist,51163
36.604,-118.728,iNaturalist,50072
36.604,-118.723,iNaturalist,50070
36.604,-118.723,iNaturalist,50071
36.604,-105.155,iNaturalist,50665
36.606,-118.733,iNaturalist,50025
36.606,-118.732,iNaturalist,50066
36.607,-118.724,iNaturalist,50159
36.608,-105.12,iNaturalist,51066
36.609,-118.753,iNaturalist,50047
36.61,-105.169,iNaturalist,51067
36.615,-118.786,iNaturalist,50914
36.615,-118.786,iNaturalist,50955
36.617,-105.607,iNaturalist,50492
36.617,-105.6,iNaturalist,50658
36.622,-105.578,iNaturalist,50496
36.622,-105.578,iNaturalist,50525
36.629,-118.82,iNaturalist,50062
36.629,-118.784,iNaturalist,50292
36.632,-118.815,iNaturalist,50056
36.633,-118.824,iNaturalist,50061
36.634,-118.55,iNaturalist,50318
36.635,-118.814,iNaturalist,50140
36.636,-118.814,iNaturalist,50054
36.636,-118.813,iNaturalist,50048
36.636,-118.808,iNaturalist,50162
36.637,-118.809,iNaturalist,50060
36.638,-118.806,iNaturalist,50133
36.65772,-105.99572,iNaturalist,51944
36.67,-105.516,iNaturalist,50960
36.689,-118.612,iNaturalist,50177
36.689,-105.541,iNaturalist,50531
36.697,-118.874,iNaturalist,50174
36.702,-105.4661,iNaturalist,51670
36.707,-105.407,iNaturalist,50601
36.708,-118.921,iNaturalist,50230
36.71,-105.413,iNaturalist,50555
36.71647,-118.96322,iNaturalist,51794
36.731,-105.551,iNaturalist,50399
36.733,-118.965,iNaturalist,50112
36.735,-118.967,iNaturalist,50145
36.735,-118.967,iNaturalist,50289
36.735,-118.966,iNaturalist,50124
36.735,-118.966,iNaturalist,50288
36.735,-118.966,iNaturalist,50405
36.735,-118.964,iNaturalist,50128
